,TARGET,DAYS_EMPLOYED,DAYS_ID_PUBLISH,REGION_RATING_CLIENT,REG_CITY_NOT_WORK_CITY,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_LAST_PHONE_CHANGE,CODE_GENDER_F,AMT_CREDIT,AMT_INCOME_TOTAL,AMT_ANNUITY,Client,Working,Higher_Education,AGE
27,0.0,1234.0,3153.0,2.0,1.0,0.5411237022695412,0.6594055320683344,2.0,0.0,327024.0,112500.0,23827.5,100032.0,1.0,0.0,43.69315068493151
28,0.0,1796.0,2661.0,1.0,0.0,0.6850109901296888,0.524496446363472,849.0,0.0,790830.0,270000.0,57676.5,100033.0,0.0,1.0,27.38082191780822
29,0.0,1010.0,3015.0,2.0,0.0,0.5027790378786304,0.5108529061799658,599.0,0.0,180000.0,90000.0,9000.0,100034.0,1.0,1.0,28.33150684931507
30,0.0,2668.0,3787.0,2.0,0.0,0.479987342189869,0.4101025731788671,1634.0,1.0,665892.0,292500.0,24592.5,100035.0,0.0,0.0,41.863013698630134
31,0.0,1104.0,2904.0,2.0,0.0,0.6273004007953609,0.5108529061799658,397.0,1.0,512064.0,112500.0,25033.5,100036.0,1.0,0.0,30.53150684931507
32,0.0,4404.0,4464.0,2.0,0.0,0.5594667916353414,0.7981372313187245,2766.0,1.0,199008.0,90000.0,20893.5,100037.0,1.0,0.0,35.54520547945206
33,0.0,2060.0,3557.0,2.0,1.0,0.3217448956617718,0.4118485559242397,697.0,0.0,733315.5,360000.0,39069.0,100039.0,0.0,0.0,32.038356164383565
34,0.0,4585.0,4067.0,2.0,0.0,0.1724975081477771,0.5108529061799658,3019.0,1.0,1125000.0,135000.0,32895.0,100040.0,0.0,1.0,43.827397260273976
35,0.0,1275.0,2009.0,2.0,0.0,0.6631580756296298,0.6785676886853644,1285.0,1.0,450000.0,112500.0,44509.5,100041.0,1.0,1.0,33.30958904109589
36,0.0,768.0,735.0,2.0,0.0,0.6816988025574287,0.7544061731797895,2411.0,1.0,641173.5,198000.0,23157.0,100043.0,0.0,0.0,47.12054794520548
37,0.0,1288.0,4270.0,2.0,1.0,0.7197985370372056,0.722392890081304,1541.0,0.0,454500.0,121500.0,15151.5,100044.0,1.0,0.0,57.74520547945205
38,0.0,1213.0,4969.0,2.0,0.0,0.6507647995068742,0.7517237147741489,-0.0,1.0,247275.0,99000.0,17338.5,100045.0,0.0,0.0,65.53424657534246
39,0.0,1761.0,4292.0,2.0,0.0,0.7380532835697358,0.6058362647264226,540.0,0.0,540000.0,180000.0,27000.0,100046.0,1.0,1.0,44.18082191780822
40,1.0,1262.0,1029.0,2.0,0.0,0.306840586048305,0.3201633668633456,1075.0,0.0,1193580.0,202500.0,35028.0,100047.0,0.0,0.0,47.895890410958906
41,0.0,475.0,513.0,2.0,1.0,0.0373152355612163,0.5108529061799658,458.0,1.0,604152.0,202500.0,29196.0,100048.0,1.0,0.0,46.49589041095891
42,1.0,3597.0,4409.0,3.0,0.0,0.6742032101473874,0.3996756156233169,1480.0,1.0,288873.0,135000.0,16258.5,100049.0,1.0,0.0,36.66849315068493
43,0.0,1213.0,4576.0,2.0,0.0,0.7661378050275851,0.6848276586890367,491.0,1.0,746280.0,108000.0,42970.5,100050.0,0.0,1.0,64.51506849315068
44,0.0,758.0,2380.0,2.0,1.0,0.6315186311742824,0.5108529061799658,556.0,0.0,661702.5,202500.0,48280.5,100051.0,1.0,0.0,26.923287671232877
45,0.0,895.0,642.0,2.0,0.0,0.535542260363498,0.5108529061799658,462.0,1.0,180000.0,90000.0,9000.0,100052.0,1.0,0.0,21.846575342465755
46,0.0,1213.0,1993.0,2.0,0.0,0.2476647173356162,0.475849908720221,649.0,1.0,305221.5,202500.0,17649.0,100053.0,0.0,0.0,55.81643835616438
47,0.0,5332.0,3283.0,2.0,1.0,0.0892406534424171,0.7281412993111438,1247.0,1.0,260640.0,99000.0,26838.0,100054.0,1.0,0.0,55.12602739726027
48,0.0,4411.0,3199.0,3.0,0.0,0.5891866296961207,0.4668640059537032,784.0,1.0,1350000.0,130500.0,37255.5,100055.0,0.0,0.0,54.04657534246575
49,0.0,9523.0,1797.0,2.0,1.0,0.5239340474953537,0.5108529061799658,1498.0,0.0,1506816.0,360000.0,49927.5,100056.0,1.0,0.0,50.038356164383565
50,0.0,1176.0,2576.0,2.0,0.0,0.4508497225560816,0.4794489811780563,-0.0,1.0,135000.0,54000.0,6750.0,100058.0,0.0,1.0,33.989041095890414
51,0.0,6977.0,1937.0,2.0,0.0,0.7133545848531052,0.3092753558842053,1285.0,0.0,675000.0,540000.0,34596.0,100059.0,0.0,1.0,51.04657534246575
52,0.0,778.0,1992.0,2.0,0.0,0.705947456699447,0.7992967832109371,466.0,0.0,454500.0,76500.0,14661.0,100060.0,1.0,0.0,33.64931506849315
53,0.0,1392.0,1240.0,2.0,1.0,0.7029791046049891,0.7016957740576931,570.0,1.0,314055.0,225000.0,16164.0,100061.0,0.0,1.0,28.693150684931506
54,0.0,1213.0,2142.0,2.0,0.0,0.6628649268152181,0.7380196196295241,462.0,0.0,675000.0,81000.0,32472.0,100062.0,0.0,0.0,50.989041095890414
55,0.0,4106.0,5164.0,2.0,0.0,0.6166372926426479,0.0701088438273582,1547.0,1.0,837427.5,180000.0,45558.0,100063.0,1.0,1.0,35.49315068493151
56,0.0,1213.0,1344.0,2.0,0.0,0.6227082733555896,0.1694287272664794,-0.0,1.0,298728.0,67500.0,15381.0,100064.0,0.0,0.0,59.23561643835617
57,0.0,2351.0,1721.0,2.0,1.0,0.6091352920795285,0.5136937663039473,167.0,0.0,247500.0,81000.0,12375.0,100068.0,1.0,0.0,49.99452054794521
58,0.0,1743.0,4982.0,2.0,1.0,0.2567370429595146,0.7076993447402619,112.0,0.0,640458.0,360000.0,27265.5,100069.0,1.0,0.0,38.865753424657534
59,0.0,2091.0,566.0,1.0,0.0,0.6535972121081295,0.3392876999089139,1377.0,0.0,1227901.5,540000.0,46899.0,100070.0,1.0,1.0,56.28493150684932
60,0.0,2446.0,2177.0,2.0,0.0,0.5706663563799912,0.6971469077844458,1572.0,1.0,1663987.5,180000.0,86989.5,100071.0,0.0,0.0,55.12602739726027
61,0.0,1324.0,586.0,2.0,0.0,0.0265407750366898,0.434733248750173,725.0,0.0,1080000.0,180000.0,44118.0,100072.0,1.0,0.0,21.663013698630138
62,0.0,1213.0,3967.0,2.0,0.0,0.7330511930996613,0.2340151665320674,2385.0,0.0,1130760.0,324000.0,40189.5,100073.0,0.0,1.0,62.583561643835615
63,0.0,3720.0,4541.0,2.0,0.0,0.6645439411246608,0.4920600938649263,280.0,1.0,95940.0,112500.0,10462.5,100075.0,1.0,1.0,33.534246575342465
64,0.0,2546.0,4097.0,2.0,0.0,0.5848873555356944,0.0950703958413326,3.0,0.0,315000.0,180000.0,9679.5,100076.0,0.0,0.0,37.989041095890414
65,0.0,579.0,1.0,1.0,0.0,0.6473478219828046,0.5620604831738043,295.0,0.0,1256400.0,180000.0,40657.5,100077.0,0.0,0.0,33.010958904109586
66,0.0,4856.0,3084.0,2.0,0.0,0.5172704004425673,0.4294236843421945,1594.0,1.0,1035000.0,180000.0,43983.0,100078.0,0.0,1.0,53.56164383561644
67,0.0,114.0,2922.0,2.0,1.0,0.5619229565929612,0.4135967602644276,662.0,0.0,270000.0,225000.0,13500.0,100079.0,1.0,0.0,42.07945205479452
68,0.0,3154.0,4143.0,2.0,0.0,0.1238882922844139,0.8327850252992314,1711.0,1.0,450000.0,157500.0,22500.0,100080.0,0.0,0.0,32.75616438356165
69,0.0,121.0,3494.0,2.0,0.0,0.6454384930609306,0.5108529061799658,2519.0,0.0,450000.0,180000.0,21109.5,100081.0,0.0,0.0,29.720547945205478
70,0.0,2844.0,3656.0,2.0,0.0,0.6865047975453018,0.3944954053123993,1003.0,0.0,450000.0,180000.0,21109.5,100082.0,0.0,1.0,32.9013698630137
71,0.0,892.0,4176.0,2.0,0.0,0.7071263161734994,0.5971924268337128,2053.0,0.0,573628.5,103500.0,24435.0,100083.0,1.0,0.0,42.20821917808219
72,0.0,1156.0,1072.0,2.0,0.0,0.5705270507243844,0.6940926425266661,1475.0,0.0,495351.0,225000.0,26140.5,100084.0,1.0,0.0,40.71232876712329
73,0.0,2224.0,3723.0,2.0,0.0,0.3687189849837431,0.3589512285783967,1175.0,0.0,755190.0,157500.0,28894.5,100085.0,1.0,0.0,30.649315068493152
74,0.0,2492.0,4517.0,2.0,0.0,0.5698732368655826,0.1986200451074864,1597.0,1.0,675000.0,135000.0,21775.5,100086.0,0.0,1.0,39.07945205479452
75,0.0,2011.0,988.0,3.0,0.0,0.5720641471414096,0.191821602413606,1230.0,1.0,1288350.0,202500.0,37800.0,100087.0,1.0,0.0,48.06027397260274
76,0.0,4066.0,2975.0,2.0,0.0,0.5851740300889305,0.4083588531230431,1537.0,1.0,135000.0,112500.0,6750.0,100088.0,0.0,1.0,53.33424657534247
77,0.0,2811.0,2342.0,2.0,0.0,0.5500579930157645,0.5352762504724826,92.0,0.0,337761.0,135000.0,15781.5,100089.0,1.0,0.0,26.482191780821918
78,0.0,721.0,1779.0,2.0,0.0,0.4885999153777029,0.5108529061799658,-0.0,1.0,585000.0,94500.0,28273.5,100093.0,1.0,0.0,50.00821917808219
79,0.0,1213.0,3442.0,2.0,0.0,0.5827354769124312,0.4525335592581747,260.0,1.0,113760.0,108000.0,5301.0,100094.0,0.0,1.0,62.83561643835616
80,0.0,1434.0,2241.0,3.0,0.0,0.3045061145430549,0.5108529061799658,1040.0,1.0,135000.0,67500.0,6750.0,100095.0,1.0,0.0,51.21369863013699
81,1.0,1213.0,4199.0,2.0,0.0,0.0239523667712844,0.7209441499436497,-0.0,1.0,252000.0,81000.0,14593.5,100096.0,0.0,0.0,67.92876712328767
82,0.0,2442.0,983.0,2.0,1.0,0.3573422337147276,0.6446794549585961,371.0,0.0,760225.5,157500.0,30280.5,100097.0,1.0,0.0,48.01917808219178
83,0.0,924.0,907.0,2.0,0.0,0.5970811533321667,0.5108529061799658,617.0,0.0,270000.0,225000.0,13500.0,100098.0,1.0,0.0,47.64383561643836
84,0.0,1213.0,793.0,2.0,0.0,0.6605789818593445,0.3425288720742255,-0.0,1.0,733315.5,360000.0,41076.0,100099.0,0.0,0.0,63.1013698630137
85,0.0,1094.0,4180.0,2.0,1.0,0.495765140717496,0.8245949709919925,1876.0,0.0,796396.5,202500.0,38443.5,100100.0,1.0,1.0,43.586301369863016
86,0.0,969.0,1681.0,1.0,0.0,0.7162122102538987,0.5108529061799658,1585.0,1.0,343377.0,202500.0,22072.5,100101.0,0.0,1.0,49.69315068493151
87,0.0,192.0,5942.0,2.0,0.0,0.6611083077510267,0.4776491548517548,2.0,1.0,327024.0,126000.0,10264.5,100102.0,1.0,0.0,39.23561643835617
88,0.0,1694.0,4013.0,2.0,0.0,0.7180575365896832,0.511891801533151,-0.0,1.0,450000.0,72000.0,16965.0,100103.0,1.0,0.0,57.84109589041096
89,0.0,862.0,2045.0,2.0,0.0,0.6446273721560554,0.5108529061799658,2591.0,1.0,547344.0,90000.0,30690.0,100104.0,1.0,0.0,50.83835616438356
90,0.0,8862.0,3043.0,2.0,0.0,0.2547599571469118,0.4118485559242397,1733.0,1.0,225000.0,193500.0,23755.5,100105.0,1.0,0.0,54.273972602739725
91,0.0,1415.0,870.0,2.0,1.0,0.7566679797246073,0.6413682574954046,546.0,1.0,545040.0,171000.0,31288.5,100108.0,1.0,0.0,35.013698630136986
92,0.0,741.0,2381.0,2.0,1.0,0.6405493008893001,0.3280631605201915,-0.0,0.0,373140.0,135000.0,25065.0,100110.0,0.0,0.0,29.435616438356163
93,0.0,1249.0,3110.0,2.0,0.0,0.608604105963283,0.228883416700673,1234.0,1.0,862560.0,112500.0,27954.0,100111.0,0.0,0.0,28.726027397260275
94,1.0,2015.0,1038.0,2.0,1.0,0.4323402118056743,0.0774985464900651,591.0,0.0,953460.0,315000.0,64107.0,100112.0,0.0,0.0,27.942465753424656
95,0.0,7980.0,4576.0,2.0,0.0,0.5930185238421518,0.7898803468924867,1981.0,0.0,135000.0,76500.0,6696.0,100113.0,1.0,0.0,41.47123287671233
96,0.0,693.0,1362.0,2.0,1.0,0.1549370735653434,0.2650494299443805,227.0,1.0,284400.0,135000.0,22599.0,100114.0,0.0,1.0,29.40821917808219
97,0.0,367.0,4211.0,2.0,1.0,0.3343001962973505,0.5108529061799658,40.0,1.0,315000.0,90000.0,14683.5,100115.0,1.0,0.0,42.11232876712329
98,0.0,6737.0,4788.0,2.0,1.0,0.7002735745029195,0.0710551246687366,1083.0,1.0,900000.0,243000.0,32017.5,100116.0,1.0,1.0,40.413698630136984
99,0.0,1213.0,4323.0,2.0,0.0,0.6263029188866104,0.5108529061799658,-0.0,1.0,675000.0,90000.0,26541.0,100118.0,0.0,0.0,61.56438356164384
100,0.0,2419.0,467.0,2.0,0.0,0.5002642944981995,0.0774985464900651,149.0,1.0,180000.0,54000.0,9000.0,100119.0,1.0,0.0,30.526027397260275
101,0.0,2953.0,367.0,2.0,1.0,0.1699529509371729,0.1214082861631216,17.0,1.0,781920.0,135000.0,28215.0,100120.0,1.0,1.0,26.438356164383563
102,0.0,669.0,347.0,3.0,0.0,0.5861504130199274,0.5814837058057234,319.0,0.0,787131.0,126000.0,26145.0,100121.0,1.0,0.0,46.02191780821918
103,0.0,2469.0,596.0,2.0,0.0,0.0472914244045298,0.4066174366275036,663.0,1.0,808650.0,76500.0,26217.0,100122.0,0.0,1.0,30.01095890410959
104,0.0,8466.0,4036.0,3.0,0.0,0.3993660764222056,0.6738300778602003,1689.0,1.0,675000.0,103500.0,19737.0,100123.0,1.0,0.0,64.98356164383561
105,0.0,1213.0,4053.0,1.0,0.0,0.7103178570703124,0.5549467685334323,1080.0,0.0,448272.0,225000.0,28647.0,100124.0,0.0,0.0,65.89315068493151
106,0.0,1213.0,2434.0,2.0,0.0,0.5713305828391398,0.5549467685334323,1165.0,1.0,263686.5,126000.0,26208.0,100125.0,0.0,0.0,59.21369863013699
107,0.0,782.0,3888.0,1.0,1.0,0.7050933282515942,0.5744466170995097,1091.0,0.0,180000.0,135000.0,9000.0,100126.0,1.0,0.0,35.342465753424655
108,0.0,1213.0,1403.0,2.0,0.0,0.6870034445422084,0.5108529061799658,2279.0,0.0,52128.0,112500.0,5341.5,100127.0,0.0,0.0,58.46849315068493
109,0.0,225.0,2104.0,3.0,0.0,0.6102072901939566,0.5108529061799658,-0.0,1.0,135000.0,85500.0,6750.0,100129.0,1.0,1.0,25.794520547945204
110,1.0,267.0,3190.0,2.0,1.0,0.2820694905045227,0.1206410299309233,56.0,1.0,723996.0,157500.0,30802.5,100130.0,0.0,0.0,28.838356164383562
111,0.0,1169.0,4802.0,1.0,0.0,0.7079724741176917,0.4525335592581747,734.0,1.0,891072.0,270000.0,45625.5,100131.0,0.0,0.0,37.89041095890411
112,0.0,968.0,4456.0,1.0,0.0,0.7112888072636568,0.5971924268337128,905.0,1.0,1136439.0,202500.0,73611.0,100132.0,0.0,0.0,64.81095890410958
113,0.0,1043.0,1882.0,3.0,1.0,0.3167548800416005,0.5108529061799658,591.0,1.0,384048.0,67500.0,18810.0,100133.0,1.0,0.0,25.224657534246575
114,0.0,465.0,1666.0,2.0,0.0,0.7492408359410063,0.6940926425266661,-0.0,1.0,180000.0,202500.0,9000.0,100134.0,0.0,0.0,27.63013698630137
115,0.0,215.0,3368.0,2.0,1.0,0.7206401576263843,0.3201633668633456,1209.0,0.0,391194.0,135000.0,26271.0,100135.0,0.0,0.0,54.326027397260276
116,0.0,239.0,4321.0,1.0,0.0,0.6820166294931829,0.5108529061799658,2397.0,0.0,1571931.0,157500.0,49356.0,100136.0,0.0,0.0,43.6958904109589
117,0.0,1213.0,2556.0,3.0,0.0,0.0867193865852445,0.5108529061799658,-0.0,1.0,891072.0,225000.0,45625.5,100137.0,0.0,0.0,55.57260273972603
118,0.0,1213.0,4620.0,1.0,0.0,0.6075618184170141,0.5726825047161584,242.0,0.0,824823.0,135000.0,29223.0,100138.0,0.0,1.0,39.28493150684932
119,0.0,2305.0,4955.0,2.0,1.0,0.6014083651352106,0.0963186927645401,1868.0,1.0,302341.5,157500.0,24016.5,100139.0,1.0,0.0,36.4
120,0.0,802.0,505.0,2.0,1.0,0.7158609528990171,0.5108529061799658,120.0,1.0,675000.0,157500.0,33750.0,100140.0,0.0,1.0,25.268493150684932
121,0.0,5387.0,4540.0,2.0,1.0,0.0648582778736916,0.3092753558842053,1759.0,0.0,579195.0,360000.0,27994.5,100142.0,0.0,1.0,36.654794520547945
122,0.0,3420.0,4802.0,2.0,0.0,0.6781247611812603,0.6832688314232291,1499.0,0.0,270000.0,162000.0,13500.0,100143.0,0.0,1.0,62.68767123287671
123,0.0,4560.0,296.0,2.0,0.0,0.6116366959675879,0.5108529061799658,1282.0,1.0,535500.0,112500.0,30028.5,100144.0,1.0,0.0,45.915068493150685
124,0.0,4375.0,1494.0,2.0,0.0,0.7464864055627681,0.7394117535524816,1782.0,1.0,260725.5,202500.0,16789.5,100145.0,1.0,0.0,44.608219178082194
125,0.0,1213.0,4047.0,2.0,0.0,0.2823264042190451,0.7557400501752248,909.0,0.0,327024.0,117000.0,12456.0,100146.0,0.0,0.0,62.9013698630137
126,0.0,2832.0,3970.0,2.0,0.0,0.4109070009841619,0.7380196196295241,1198.0,1.0,518562.0,135000.0,22099.5,100147.0,1.0,0.0,44.224657534246575
127,0.0,8647.0,4259.0,2.0,0.0,0.6605593694772599,0.2115507642052577,2415.0,1.0,755190.0,247500.0,36459.0,100148.0,0.0,0.0,44.76712328767123
128,0.0,481.0,1639.0,2.0,0.0,0.1644631394414229,0.0920128093981064,395.0,0.0,539590.5,171000.0,26374.5,100149.0,1.0,0.0,25.213698630136985
129,0.0,1451.0,66.0,2.0,0.0,0.6952191372191353,0.7295666907060153,398.0,0.0,182016.0,135000.0,11772.0,100151.0,0.0,1.0,45.26575342465753
130,0.0,2764.0,4654.0,2.0,0.0,0.1654420733377721,0.7490217048463391,1761.0,1.0,254412.0,157500.0,9720.0,100152.0,1.0,0.0,44.06301369863014
131,0.0,1895.0,1947.0,2.0,0.0,0.6680204349150283,0.3539876078507373,1192.0,0.0,1107981.0,202500.0,32526.0,100153.0,1.0,0.0,50.446575342465756
132,0.0,2995.0,267.0,2.0,0.0,0.4949615763457107,0.7380196196295241,329.0,0.0,180000.0,144000.0,9000.0,100154.0,1.0,0.0,33.30684931506849
133,0.0,2899.0,2722.0,2.0,1.0,0.2820783472350259,0.5656079814115492,524.0,0.0,675000.0,157500.0,21906.0,100155.0,1.0,0.0,32.723287671232875
134,0.0,5411.0,5376.0,3.0,0.0,0.5978227034457954,0.746300213050371,2703.0,1.0,945000.0,157500.0,39127.5,100156.0,0.0,0.0,39.0
135,0.0,1549.0,4584.0,2.0,0.0,0.147684817245518,0.6690566947824041,-0.0,0.0,1755000.0,180000.0,61132.5,100157.0,1.0,0.0,44.07123287671233
136,0.0,1821.0,4800.0,2.0,0.0,0.6837025341222017,0.5108529061799658,2041.0,0.0,590337.0,180000.0,27486.0,100158.0,0.0,0.0,33.83013698630137
137,0.0,4027.0,1969.0,2.0,0.0,0.5712502464772474,0.7898803468924867,700.0,1.0,1515415.5,225000.0,41800.5,100159.0,0.0,0.0,40.12328767123287
138,1.0,200.0,114.0,2.0,1.0,0.6319612327366237,0.2896112383820055,106.0,0.0,675000.0,292500.0,36747.0,100160.0,1.0,1.0,45.66301369863014
139,0.0,2599.0,4325.0,2.0,1.0,0.2653117484731741,0.3170317785834444,306.0,1.0,370629.0,90000.0,13972.5,100161.0,0.0,0.0,44.43561643835616
140,0.0,1213.0,4488.0,3.0,0.0,0.5982432424547262,0.2327247762679433,1594.0,1.0,547344.0,112500.0,18216.0,100162.0,0.0,0.0,57.701369863013696
141,0.0,5717.0,3200.0,3.0,0.0,0.3909932576851988,0.0950703958413326,1691.0,1.0,550489.5,130500.0,19773.0,100163.0,1.0,1.0,54.02191780821918
142,0.0,2630.0,3852.0,3.0,0.0,0.6220298665860468,0.3280631605201915,845.0,1.0,407434.5,450000.0,43362.0,100164.0,0.0,1.0,44.1013698630137
143,0.0,1213.0,4379.0,2.0,0.0,0.6466885821859959,0.8128226070575616,396.0,1.0,1293502.5,175500.0,35568.0,100165.0,0.0,0.0,60.16712328767123
144,0.0,1894.0,4480.0,2.0,1.0,0.5248175794365513,0.1566398270314114,160.0,1.0,152820.0,58500.0,15241.5,100166.0,1.0,0.0,39.33972602739726
145,0.0,1039.0,652.0,2.0,1.0,0.5513078693516321,0.1614630800057724,1914.0,1.0,427500.0,180000.0,46170.0,100167.0,0.0,0.0,41.443835616438356
146,0.0,2596.0,3851.0,2.0,0.0,0.6363951652298555,0.4525335592581747,1166.0,1.0,781920.0,117000.0,26725.5,100173.0,1.0,1.0,31.87123287671233
147,0.0,1997.0,3681.0,1.0,0.0,0.7047931325938472,0.5656079814115492,307.0,1.0,225000.0,180000.0,11250.0,100174.0,1.0,0.0,39.99178082191781
148,0.0,266.0,4568.0,2.0,0.0,0.7636485619996934,0.3296550543128238,1683.0,1.0,1251072.0,202500.0,45067.5,100175.0,1.0,0.0,44.64657534246575
149,0.0,4319.0,1211.0,2.0,0.0,0.5852908069048889,0.816092360478441,131.0,1.0,1078200.0,135000.0,31653.0,100176.0,1.0,0.0,48.443835616438356
150,0.0,334.0,4248.0,2.0,1.0,0.6036550365741279,0.5954562029091491,328.0,0.0,312682.5,112500.0,33309.0,100177.0,1.0,0.0,39.20821917808219
151,0.0,1485.0,2835.0,2.0,0.0,0.7651254360605889,0.4170996682522097,2085.0,1.0,679500.0,119250.0,28917.0,100178.0,1.0,1.0,52.83835616438356
152,0.0,2311.0,2009.0,2.0,0.0,0.6161564242321512,0.6738300778602003,1792.0,1.0,675000.0,202500.0,53329.5,100179.0,0.0,1.0,31.164383561643834
153,0.0,4940.0,5239.0,3.0,1.0,0.5098519541101603,0.6754132910917112,1020.0,1.0,1288350.0,315000.0,37800.0,100180.0,0.0,1.0,42.68767123287671
154,1.0,7676.0,1082.0,2.0,0.0,0.182171374180396,0.4436153084085652,216.0,1.0,245619.0,157500.0,12667.5,100181.0,1.0,0.0,48.04931506849315
155,0.0,4758.0,4360.0,3.0,0.0,0.7518692268821991,0.4206109640437848,1933.0,1.0,135000.0,112500.0,6750.0,100182.0,1.0,0.0,37.14520547945205
156,0.0,1213.0,4523.0,2.0,0.0,0.60043294901342,0.7958031328748403,1183.0,1.0,239850.0,103500.0,23494.5,100183.0,0.0,0.0,67.75068493150685
157,0.0,1213.0,3558.0,3.0,0.0,0.557347622511613,0.7713615919194317,1792.0,0.0,187704.0,58500.0,10903.5,100185.0,0.0,0.0,55.38356164383562
